房屋编号,小区名称,小区地址,出租方式,房屋面积,房屋朝向,户型结构,所在楼层,出租价格,房屋优点,详情链接
XM2732469627229061120,中航城A区,集美-杏锦路-中航城A区 ,整租, 130㎡ ,东 , 4室2厅3卫 , 低楼层 （32层）,5300,近地铁 精装,https://xm.lianjia.com/zufang/XM2732469627229061120.html
XM2733291984516022272,新港龙世家幸福密码,湖里-枋湖-新港龙世家幸福密码 ,整租, 86㎡ ,南 , 3室2厅1卫 , 中楼层 （13层）,6000,精装,https://xm.lianjia.com/zufang/XM2733291984516022272.html
XM2733160045335281664,凯旋广场,思明-火车站-凯旋广场 ,整租, 180㎡ ,西 北 , 4室2厅2卫 , 高楼层 （25层）,8500,近地铁 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2733160045335281664.html
XM2730260574218240000,万达广场,湖里-万达广场-万达广场 ,整租, 73㎡ ,南 北 , 2室1厅1卫 , 低楼层 （31层）,5600,精装,https://xm.lianjia.com/zufang/XM2730260574218240000.html
XM2731201979308318720,水晶湖郡A区,集美-集美新城-水晶湖郡A区 ,整租, 199㎡ ,南 , 5室2厅4卫 , 低楼层 （4层）,6000,随时看房,https://xm.lianjia.com/zufang/XM2731201979308318720.html
XM2732009206960881664,天鹅美苑,集美-集美文教区-天鹅美苑 ,整租, 184㎡ ,南 北 , 5室2厅3卫 , 高楼层 （11层）,9000,随时看房,https://xm.lianjia.com/zufang/XM2732009206960881664.html
XM2733201380226908160,国际邮轮城二期,湖里-邮轮城-国际邮轮城二期 ,整租, 136㎡ ,西南 , 3室2厅2卫 , 中楼层 （30层）,7600,近地铁 精装 双卫生间,https://xm.lianjia.com/zufang/XM2733201380226908160.html
XM2730288116962435072,水晶森林二期,湖里-枋湖-水晶森林二期 ,整租, 99㎡ ,南 , 2室2厅2卫 , 高楼层 （12层）,5900,精装 双卫生间,https://xm.lianjia.com/zufang/XM2730288116962435072.html
XM2734200358749339648,思明南路,思明-厦大-思明南路 ,整租, 450㎡ ,西南 , 8室2厅6卫 , 高楼层 （5层）,75000,精装,https://xm.lianjia.com/zufang/XM2734200358749339648.html
XM2733353191423868928,华尔顿1275,思明-会展中心-华尔顿1275 ,整租, 254㎡ ,南 北 , 5室2厅4卫 , 低楼层 （14层）,23000,精装,https://xm.lianjia.com/zufang/XM2733353191423868928.html
XM2734614595821117440,特房尊府,思明-禾祥西路-特房尊府 ,整租, 185㎡ ,南 北 , 5室2厅2卫 , 高楼层 （28层）,18000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2734614595821117440.html
XM2736076018137186304,水晶森林二期,湖里-枋湖-水晶森林二期 ,整租, 127㎡ ,南 , 3室2厅2卫 , 低楼层 （12层）,6500,精装 双卫生间,https://xm.lianjia.com/zufang/XM2736076018137186304.html
XM2734000594929844224,永建顶尚,湖里-枋湖-永建顶尚 ,整租, 200㎡ ,西 , 5室0厅0卫 , 低楼层 （4层）,12000,,https://xm.lianjia.com/zufang/XM2734000594929844224.html
XM2736106822565380096,厦禾裕景,思明-禾祥西路-厦禾裕景 ,整租, 93㎡ ,南 北 , 2室2厅1卫 , 低楼层 （26层）,8200,精装,https://xm.lianjia.com/zufang/XM2736106822565380096.html
XM2735357565981966336,东方时代广场,思明-思北-东方时代广场 ,整租, 119㎡ ,东南 , 3室2厅1卫 , 高楼层 （33层）,7000,精装,https://xm.lianjia.com/zufang/XM2735357565981966336.html
XM2736078524384280576,源昌国际城二期,思明-思北-源昌国际城二期 ,整租, 140㎡ ,东南 , 3室2厅2卫 , 高楼层 （29层）,8500,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2736078524384280576.html
XM2734689226917953536,国际邮轮城二期,湖里-邮轮城-国际邮轮城二期 ,整租, 107㎡ ,东南 西南 , 2室2厅1卫 , 高楼层 （30层）,5500,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2734689226917953536.html
XM2734007766862528512,第二城幸福生活,湖里-祥店-第二城幸福生活 ,整租, 192㎡ ,南 , 4室2厅2卫 , 低楼层 （18层）,8500,双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2734007766862528512.html
XM2763757931865579520,建发央著二期,集美-集美新城-建发央著二期 ,整租, 104㎡ ,南 北 , 3室1厅2卫 , 低楼层 （33层）,4000,双卫生间,https://xm.lianjia.com/zufang/XM2763757931865579520.html
XM2763860113247969280,龙湖春江郦城一期,集美-杏北-龙湖春江郦城一期 ,整租, 98㎡ ,东南 , 4室2厅2卫 , 中楼层 （33层）,4700,精装 双卫生间,https://xm.lianjia.com/zufang/XM2763860113247969280.html
XM2765245155207282688,镇海大厦,思明-实验小学及周边-镇海大厦 ,整租, 65㎡ ,西南 , 2室2厅1卫 , 低楼层 （29层）,4790,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2765245155207282688.html
XM2763789180487073792,湖边花园A区,湖里-万达广场-湖边花园A区 ,整租, 62㎡ ,南 北 , 2室1厅1卫 , 高楼层 （31层）,3800,,https://xm.lianjia.com/zufang/XM2763789180487073792.html
XM2765268490880286720,保利叁仟栋,同安-环东海域-保利叁仟栋·壹海里 ,整租, 88㎡ ,东南 , 4室2厅2卫 , 中楼层 （33层）,3000,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2765268490880286720.html
XM2765142072737398784,万寿新城,思明-文园路-万寿新城 ,整租, 74㎡ ,东南 , 2室1厅1卫 , 高楼层 （7层）,3900,,https://xm.lianjia.com/zufang/XM2765142072737398784.html
XM2763766570864869376,莲花新城三期,集美-集美新城-莲花新城三期 ,整租, 118㎡ ,南 , 3室1厅2卫 , 低楼层 （33层）,3700,近地铁 精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2763766570864869376.html
XM2763666616012521472,特房银溪墅府梅斯花园,翔安-环东海域-特房银溪墅府梅斯花园 ,整租, 122㎡ ,南 北 , 4室2厅2卫 , 低楼层 （18层）,3150,精装 双卫生间,https://xm.lianjia.com/zufang/XM2763666616012521472.html
XM2765229044021592064,信和银湖天峰,思明-市政府-信和银湖天峰 ,整租, 45㎡ ,东 , 1室1厅1卫 , 低楼层 （39层）,4700,精装,https://xm.lianjia.com/zufang/XM2765229044021592064.html
XM2763159105907728384,太湖新城,思明-禾祥西路-太湖新城 ,整租, 75㎡ ,东 西 北 , 2室2厅1卫 , 低楼层 （7层）,4500,精装 随时看房,https://xm.lianjia.com/zufang/XM2763159105907728384.html
XM2764597083448287232,世茂璀璨天城一期,集美-集美新城-世茂璀璨天城一期 ,整租, 84㎡ ,南 北 , 3室2厅2卫 , 中楼层 （33层）,3000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2764597083448287232.html
XM2764625822215585792,禾祥西路,思明-禾祥西路-禾祥西路 ,整租, 70㎡ ,南 北 , 2室1厅1卫 , 高楼层 （7层）,4000,精装 随时看房,https://xm.lianjia.com/zufang/XM2764625822215585792.html
XM2765151879918002176,潇湘大厦,思明-松柏-潇湘大厦 ,整租, 49㎡ ,北 , 2室1厅1卫 , 低楼层 （31层）,4000,随时看房,https://xm.lianjia.com/zufang/XM2765151879918002176.html
XM2763860780553617408,汇丰家园,思明-文灶-汇丰家园 ,整租, 45㎡ ,东南 , 1室1厅1卫 , 中楼层 （18层）,3400,近地铁,https://xm.lianjia.com/zufang/XM2763860780553617408.html
XM2763568509220036608,石亭小区,思明-市政府-石亭小区 ,整租, 70㎡ ,南 北 , 3室1厅1卫 , 高楼层 （7层）,3400,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2763568509220036608.html
XM2764396429438099456,宝龙一城,湖里-湖边水库-宝龙一城 ,整租, 100㎡ ,南 , 2室1厅1卫 , 中楼层 （26层）,4900,近地铁 精装,https://xm.lianjia.com/zufang/XM2764396429438099456.html
XM2765769093763039232,华林花园三期,思明-瑞景-华林花园三期 ,整租, 82㎡ ,东南 , 2室2厅1卫 , 高楼层 （11层）,4500,精装,https://xm.lianjia.com/zufang/XM2765769093763039232.html
XM2766019440385728512,湖光小区,思明-富山-湖光小区 ,整租, 55㎡ ,南 北 , 2室1厅1卫 , 中楼层 （7层）,4500,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2766019440385728512.html
XM2765987828470398976,电台山,思明-文园路-电台山 ,整租, 60㎡ ,南 , 2室2厅1卫 , 高楼层 （5层）,4500,精装,https://xm.lianjia.com/zufang/XM2765987828470398976.html
XM2765321473840119808,万科金域华府二期,集美-杏林桥头-万科金域华府二期 ,整租, 42㎡ ,北 , 2室2厅2卫 , 低楼层 （31层）,3000,近地铁 精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2765321473840119808.html
XM2766007524736892928,莲花首岸,集美-集美新城-莲花首岸 ,整租, 96㎡ ,东南 , 3室2厅1卫 , 中楼层 （35层）,3890,近地铁 精装,https://xm.lianjia.com/zufang/XM2766007524736892928.html
XM2765874905123143680,金都海尚国际,同安-环东海域-金都海尚国际 ,整租, 126㎡ ,东 东南 , 3室2厅2卫 , 中楼层 （39层）,3800,精装 双卫生间,https://xm.lianjia.com/zufang/XM2765874905123143680.html
XM2765948410585415680,文馨园,思明-文园路-文馨园 ,整租, 70㎡ ,东南 南 , 2室1厅1卫 , 中楼层 （7层）,4800,,https://xm.lianjia.com/zufang/XM2765948410585415680.html
XM2776913100904349696,中信广场,思明-市政府-中信广场 ,整租, 112㎡ ,西 , 2室2厅2卫 , 高楼层 （35层）,4600,近地铁 双卫生间,https://xm.lianjia.com/zufang/XM2776913100904349696.html
XM2777603466883760128,源昌鑫海湾湖里,湖里-五缘湾-源昌鑫海湾湖里 ,整租, 60㎡ ,南 , 2室1厅1卫 , 中楼层 （17层）,3600,精装,https://xm.lianjia.com/zufang/XM2777603466883760128.html
XM2777565495027834880,明发海湾度假村,湖里-五缘湾-明发海湾度假村 ,整租, 45㎡ ,南 北 , 1室1厅1卫 , 低楼层 （16层）,3000,精装,https://xm.lianjia.com/zufang/XM2777565495027834880.html
XM2777607841727651840,育青路,思明-文园路-育青路 ,整租, 55㎡ ,南 北 , 2室2厅1卫 , 高楼层 （6层）,4000,精装,https://xm.lianjia.com/zufang/XM2777607841727651840.html
XM2776917399746641920,华永天地,湖里-江头-华永天地 ,整租, 45㎡ ,东 , 1室1厅1卫 , 中楼层 （15层）,3600,精装,https://xm.lianjia.com/zufang/XM2776917399746641920.html
XM2777539823596994560,万科金域华府二期,集美-杏林桥头-万科金域华府二期 ,整租, 89㎡ ,南 , 3室2厅1卫 , 低楼层 （41层）,3300,近地铁 精装,https://xm.lianjia.com/zufang/XM2777539823596994560.html
XM2778094751382249472,莲花首岸,集美-集美新城-莲花首岸 ,整租, 97㎡ ,东南 , 3室2厅1卫 , 低楼层 （35层）,3850,近地铁 精装,https://xm.lianjia.com/zufang/XM2778094751382249472.html
XM2771484041747103744,龙湖春江郦城一期,集美-杏北-龙湖春江郦城一期 ,整租, 15㎡ ,东南 , 1室0厅1卫 , 低楼层 （33层）,600,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2771484041747103744.html
XM2781383791376613376,广顺花园,思明-莲前-广顺花园 ,整租, 60㎡ ,东 北 , 2室1厅1卫 , 中楼层 （7层）,2500,精装,https://xm.lianjia.com/zufang/XM2781383791376613376.html
XM2705052157916758016,翠湖村小区,思明-松柏-翠湖村小区 ,整租, 20㎡ ,南 北 , 1室1厅0卫 , 高楼层 （2层）,1100,近地铁,https://xm.lianjia.com/zufang/XM2705052157916758016.html
XM2770836227250208768,磁巷,思明-中山路-磁巷 ,整租, 30㎡ ,东南 , 1室1厅1卫 , 低楼层 （2层）,1400,精装 随时看房,https://xm.lianjia.com/zufang/XM2770836227250208768.html
XM2784069995096195072,龙湖春江郦城二期,集美-杏北-龙湖春江郦城二期 ,整租, 18㎡ ,西 , 1室0厅1卫 , 中楼层 （33层）,600,新上 近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2784069995096195072.html
XM2784197163305926656,龙门天下,湖里-江头-龙门天下 ,整租, 55㎡ ,南 , 1室1厅1卫 , 高楼层 （23层）,2300,新上 精装,https://xm.lianjia.com/zufang/XM2784197163305926656.html
XM2662268513108107264,香港广场,思明-思北-香港广场 ,整租, 45㎡ ,西 北 , 1室1厅1卫 , 中楼层 （38层）,2400,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2662268513108107264.html
XM2786332883030654976,英皇湖畔花苑,思明-松柏-英皇湖畔花苑 ,整租, 30㎡ ,南 , 1室0厅1卫 , 高楼层 （29层）,800,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2786332883030654976.html
XM2681864502496477184,龙湖春江彼岸,海沧-马銮湾中心片区-龙湖春江彼岸 ,整租, 89㎡ ,南 北 , 3室2厅1卫 , 中楼层 （33层）,2620,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2681864502496477184.html
XM2690732624561053696,双狮山路,湖里-东渡-双狮山路 ,整租, 85㎡ ,东南 , 3室1厅1卫 , 低楼层 （5层）,3000,,https://xm.lianjia.com/zufang/XM2690732624561053696.html
XM2693304506175209472,国贸金沙湾,同安-环东海域-国贸金沙湾 ,整租, 90㎡ ,东南 , 2室2厅1卫 , 中楼层 （31层）,2800,精装,https://xm.lianjia.com/zufang/XM2693304506175209472.html
XM2690584804906508288,泰禾厦门院子,海沧-马銮湾中心片区-泰禾厦门院子 ,整租, 82㎡ ,南 , 2室2厅1卫 , 中楼层 （59层）,3000,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2690584804906508288.html
XM2691940916721631232,阳光城翡丽湾二期,翔安-翔安新城-阳光城翡丽湾二期 ,合租, 30㎡ ,西北 , 3室1厅2卫 , 低楼层 （39层）,2500,,https://xm.lianjia.com/zufang/XM2691940916721631232.html
XM2700139266368864256,龙湖新壹城,集美-灌口-龙湖新壹城 ,整租, 80㎡ ,西南 , 3室1厅1卫 , 中楼层 （7层）,2900,精装,https://xm.lianjia.com/zufang/XM2700139266368864256.html
XM2694060808106672128,京华大厦,思明-火车站-京华大厦 ,整租, 40㎡ ,南 , 1室0厅1卫 , 高楼层 （34层）,2600,近地铁,https://xm.lianjia.com/zufang/XM2694060808106672128.html
XM2702978772806156288,阳光城翡丽海岸,集美-环东海域-阳光城翡丽海岸 ,整租, 46㎡ ,南 , 2室1厅1卫 , 中楼层 （24层）,3000,精装,https://xm.lianjia.com/zufang/XM2702978772806156288.html
XM2704143074082160640,中岸巷,思明-中山路-中岸巷 ,合租, 25㎡ ,南 , 7室0厅7卫 , 低楼层 （4层）,2500,精装 押一付一 随时看房,https://xm.lianjia.com/zufang/XM2704143074082160640.html
XM2705947912067612672,厦禾路,思明-禾祥西路-厦禾路 ,合租, 19㎡ ,南 , 1室0厅0卫 , 低楼层 （3层）,3000,,https://xm.lianjia.com/zufang/XM2705947912067612672.html
XM2702917596499410944,水晶湖郡C区,集美-集美新城-水晶湖郡C区 ,整租, 188㎡ ,南 , 4室2厅3卫 , 低楼层 （31层）,3000,随时看房,https://xm.lianjia.com/zufang/XM2702917596499410944.html
XM2702989762184355840,马銮湾1号,海沧-马銮湾东-马銮湾1号 ,整租, 102㎡ ,南 , 3室2厅2卫 , 低楼层 （33层）,3000,近地铁 精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2702989762184355840.html
XM2704265777179541504,石鼓路,集美-集美文教区-石鼓路 ,整租, 87㎡ ,南 , 2室1厅1卫 , 高楼层 （7层）,2500,精装 随时看房,https://xm.lianjia.com/zufang/XM2704265777179541504.html
XM2701996805406588928,深田路,思明-实验小学及周边-深田路 ,整租, 55㎡ ,南 北 , 2室1厅1卫 , 中楼层 （6层）,3000,精装,https://xm.lianjia.com/zufang/XM2701996805406588928.html
XM2705588240710107136,龙湖春江彼岸,海沧-马銮湾中心片区-龙湖春江彼岸 ,合租, 30㎡ ,东南 南 , 4室2厅2卫 , 中楼层 （33层）,2700,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2705588240710107136.html
XM2710912553944621056,龙湖春江彼岸,海沧-马銮湾中心片区-龙湖春江彼岸 ,整租, 89㎡ ,南 , 3室1厅1卫 , 高楼层 （33层）,2900,近地铁 精装,https://xm.lianjia.com/zufang/XM2710912553944621056.html
XM2709235372537692160,厦禾裕景,思明-禾祥西路-厦禾裕景 ,整租, 22㎡ ,北 , 1室0厅1卫 , 中楼层 （4层）,2800,近地铁 精装,https://xm.lianjia.com/zufang/XM2709235372537692160.html
XM2705036814682693632,莲花新城二期,集美-集美新城-莲花新城二期 ,整租, 135㎡ ,南 北 , 3室2厅2卫 , 中楼层 （33层）,3000,近地铁 双卫生间,https://xm.lianjia.com/zufang/XM2705036814682693632.html
XM2705085723194957824,塔厝社,思明-文园路-塔厝社 ,整租, 45㎡ ,南 , 1室1厅1卫 , 高楼层 （8层）,2900,随时看房,https://xm.lianjia.com/zufang/XM2705085723194957824.html
XM2701461112305754112,未来海岸云樽,海沧-未来海岸北师大-未来海岸云樽 ,整租, 92㎡ ,南 , 2室2厅1卫 , 高楼层 （18层）,2800,,https://xm.lianjia.com/zufang/XM2701461112305754112.html
XM2715889496482136064,首开领翔上郡三期,翔安-新店-首开领翔上郡三期 ,整租, 113㎡ ,南 , 3室2厅2卫 , 高楼层 （40层）,2560,精装 双卫生间,https://xm.lianjia.com/zufang/XM2715889496482136064.html
XM2710135176608096256,世茂璀璨天城一期,集美-集美新城-世茂璀璨天城一期 ,整租, 85㎡ ,南 , 3室2厅2卫 , 低楼层 （33层）,3000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2710135176608096256.html
XM2709517451225202688,龙湖春江彼岸,海沧-马銮湾中心片区-龙湖春江彼岸 ,合租, 30㎡ ,南 , 4室2厅1卫 , 中楼层 （33层）,2600,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2709517451225202688.html
XM2710827154492899328,龙湖春江郦城一期,集美-杏北-龙湖春江郦城一期 ,整租, 50㎡ ,东南 , 1室1厅1卫 , 高楼层 （18层）,2500,精装 随时看房,https://xm.lianjia.com/zufang/XM2710827154492899328.html
XM2714525643894161408,新景禾祥高峰会,思明-禾祥西路-新景禾祥高峰会 ,整租, 20㎡ ,南 北 , 1室0厅1卫 , 低楼层 （34层）,2600,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2714525643894161408.html
XM2709461485511516160,龙湖春江郦城一期,集美-杏北-龙湖春江郦城一期 ,整租, 63㎡ ,南 , 2室1厅1卫 , 高楼层 （18层）,2900,,https://xm.lianjia.com/zufang/XM2709461485511516160.html
XM2708053922555641856,IOI棕榈城,集美-集美新城-IOI棕榈城 ,整租, 126㎡ ,南 , 3室2厅2卫 , 中楼层 （34层）,3000,双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2708053922555641856.html
XM2708821234988359680,IOI棕榈城,集美-集美新城-IOI棕榈城 ,整租, 142㎡ ,南 , 4室2厅2卫 , 高楼层 （9层）,3000,双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2708821234988359680.html
XM2711589512219738112,龙湖春江彼岸,海沧-马銮湾中心片区-龙湖春江彼岸 ,整租, 75㎡ ,南 , 3室1厅1卫 , 低楼层 （33层）,2550,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2711589512219738112.html
XM2725205342455087104,IOI棕榈城,集美-集美新城-IOI棕榈城 ,整租, 127㎡ ,南 , 3室1厅2卫 , 高楼层 （34层）,2500,双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2725205342455087104.html
